case_id,source_grounding_status,mandatory_factual_sufficiency_status,fact_unit_coverage_status,translation_equivalence_status,language_sanity_status,language_sanity_detail,placeholder_equivalence_status,placeholder_detail,duplicate_sentence_status,duplicate_sentence_detail,legal_leakage_status,procedural_leakage_status,jurisdiction_leakage_status,leakage_detail,numerical_unit_status,number_detail,deterministic_issues,deterministic_review_issues,deterministic_pass,semantic_qc_status,semantic_issues,manual_review_required,final_pass,numerical_unit_deterministic_status,numerical_unit_resolution
KR_80cd6399334ab774b2,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":661,""reason"":null,""status"":""pass""},""ko"":{""hangul"":156,""latin"":198,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[CURRENCY_AMOUNT_C]"",""[INSTITUTION_A]"",""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[CURRENCY_AMOUNT_C]"",""[INSTITUTION_A]"",""[LOCATION_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":1,""2005"":1,""4"":1},""target"":{""10"":1,""2005"":1,""4"":1}}",[],[],True,pass,[],False,True,pass,deterministic
KR_820a517fce55c93a84,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":551,""reason"":null,""status"":""pass""},""ko"":{""hangul"":150,""latin"":88,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_B]""],""ko"":[""[COMPANY_A]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""12"":1,""1995"":1,""1999"":2,""2000"":1,""29"":1,""3"":3,""9"":2},""target"":{""1"":1,""12"":1,""1995"":1,""1999"":2,""2000"":1,""29"":1,""3"":3,""9"":2}}",[],[],True,pass,[],False,True,pass,deterministic
KR_86fdfbe3f16878dfcf,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":776,""reason"":null,""status"":""pass""},""ko"":{""hangul"":232,""latin"":171,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[COMPANY_D]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PRODUCT_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[COMPANY_D]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PRODUCT_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""11"":1,""2"":1,""2009"":3,""2010"":1,""2013"":1,""3"":1,""30"":1,""6"":1,""8"":1,""9"":1},""target"":{""11"":1,""2"":1,""2009"":3,""2010"":1,""2013"":1,""3"":1,""30"":1,""6"":1,""8"":1,""9"":1}}",[],[],True,pass,[],False,True,pass,deterministic
KR_872d527b52dfbd5927,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":2388,""reason"":null,""status"":""pass""},""ko"":{""hangul"":654,""latin"":289,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""ko"":[""[INSTITUTION_A]"",""[INSTITUTION_B]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""00"":4,""10"":8,""11"":9,""110"":1,""12"":3,""13"":2,""140"":1,""15"":2,""17"":2,""20"":1,""2015"":3,""25"":1,""28"":1,""29"":1,""3"":1,""30"":1,""33"":1,""4"":1,""42"":4,""45"":1,""47"":1,""55"":2,""63"":1,""65"":2,""70"":1,""73"":1,""75"":1,""80"":1,""85"":1,""89"":1,""95"":1,""97"":1,""98"":1},""target"":{""00"":4,""10"":8,""11"":9,""110"":1,""12"":3,""13"":2,""140"":1,""15"":2,""17"":2,""20"":1,""2015"":3,""25"":1,""28"":1,""29"":1,""30"":1,""33"":1,""4"":2,""42"":4,""45"":1,""47"":1,""55"":2,""63"":1,""65"":2,""70"":1,""73"":1,""75"":1,""80"":1,""85"":1,""89"":1,""95"":1,""97"":1,""98"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_882ce243b36c889fda,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":514,""reason"":null,""status"":""pass""},""ko"":{""hangul"":150,""latin"":110,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_C]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":3,""15"":1,""19"":1,""1985"":1,""2"":2,""2008"":2,""2010"":1,""25"":1,""7"":1,""8"":1},""target"":{""1"":3,""15"":1,""19"":1,""1985"":1,""2"":2,""2008"":2,""2010"":1,""25"":1,""7"":1,""8"":1}}",[],[],True,pass,[],False,True,pass,deterministic
KR_8954cbe1140427b3ef,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1482,""reason"":null,""status"":""pass""},""ko"":{""hangul"":523,""latin"":95,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[PERSON_A]"",""[PRODUCT_A]""],""ko"":[""[COMPANY_A]"",""[PERSON_A]"",""[PRODUCT_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1828.8"":1,""25"":1,""8"":1},""target"":{""-8"":1,""1"":1,""1828.8"":1,""25"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_8a49a0389073fce149,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":840,""reason"":null,""status"":""pass""},""ko"":{""hangul"":264,""latin"":207,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[COMPANY_F]"",""[COMPANY_G]"",""[LOCATION_A]"",""[LOCATION_B]"",""[PERSON_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[COMPANY_F]"",""[COMPANY_G]"",""[LOCATION_A]"",""[LOCATION_B]"",""[PERSON_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":1,""10"":2,""11"":1,""12"":1,""14"":1,""18"":1,""2000"":1,""2001"":4,""22"":1,""24"":1,""25"":1,""31"":1,""8"":1,""9"":3},""target"":{""00"":1,""1"":1,""10"":2,""11"":1,""12"":1,""14"":1,""18"":1,""2000"":1,""2001"":4,""22"":1,""24"":1,""25"":1,""31"":1,""8"":1,""9"":3}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_908095abe4f0d6d327,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":737,""reason"":null,""status"":""pass""},""ko"":{""hangul"":239,""latin"":157,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{},""target"":{}}",[],[],True,pass,[],False,True,pass,deterministic
KR_91bd2c03cf60df4426,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1363,""reason"":null,""status"":""pass""},""ko"":{""hangul"":387,""latin"":153,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PROPERTY_A]"",""[PROPERTY_B]""],""ko"":[""[COMPANY_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PROPERTY_A]"",""[PROPERTY_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":2,""13"":1,""15"":1,""1977"":1,""2"":1,""2017"":1,""2019"":5,""2022"":1,""24"":2,""25"":1,""3"":2,""36"":1,""4"":1,""5"":2,""6"":1,""7"":1},""target"":{""1"":2,""13"":1,""15"":1,""1977"":1,""2"":1,""2017"":1,""2019"":6,""2022"":1,""24"":2,""25"":1,""3"":2,""36"":1,""4"":1,""5"":2,""6"":1,""7"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_934df9d2f48650c256,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":2239,""reason"":null,""status"":""pass""},""ko"":{""hangul"":701,""latin"":330,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_C]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_F]"",""[VEHICLE_A]"",""[VEHICLE_B]"",""[VEHICLE_C]""],""ko"":[""[COMPANY_C]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_F]"",""[VEHICLE_A]"",""[VEHICLE_B]"",""[VEHICLE_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""00"":1,""03"":1,""12"":1,""13"":1,""15"":2,""2006"":2,""22"":1,""3"":1,""3.70"":1,""300"":1,""35"":1,""5.56"":1,""7"":2,""9.26"":1},""target"":{""00"":1,""03"":1,""12"":1,""13"":1,""15"":2,""2006"":2,""22"":1,""3"":1,""3.70"":1,""300"":1,""35"":1,""5.56"":1,""7"":2,""9.26"":1}}",[],[],True,pass,[],False,True,pass,deterministic
KR_94e863154231995db3,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1753,""reason"":null,""status"":""pass""},""ko"":{""hangul"":484,""latin"":192,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[INSTITUTION_A]"",""[ORGANIZATION_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[INSTITUTION_A]"",""[ORGANIZATION_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""12"":1,""19"":1,""1996"":1},""target"":{""1"":1,""12"":1,""19"":1,""1996"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_9dad33b6d6293b40f2,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1267,""reason"":null,""status"":""pass""},""ko"":{""hangul"":380,""latin"":99,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[CURRENCY_AMOUNT_A]"",""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]""],""ko"":[""[CURRENCY_AMOUNT_A]"",""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":2,""11"":1,""12"":2,""13"":1,""17"":1,""1993"":2,""1994"":1,""1997"":1,""1998"":1,""5"":1,""7"":1},""target"":{""10"":2,""11"":1,""12"":2,""13"":1,""17"":1,""1993"":2,""1994"":1,""1997"":1,""1998"":1,""5"":1,""7"":1}}",[],[],True,pass,[],False,True,pass,deterministic
KR_9fa690d66617cf987e,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":923,""reason"":null,""status"":""pass""},""ko"":{""hangul"":270,""latin"":76,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_C]""],""ko"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{},""target"":{}}",[],[],True,pass,[],False,True,pass,deterministic
KR_9ff8adb69f213e129e,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1705,""reason"":null,""status"":""pass""},""ko"":{""hangul"":455,""latin"":161,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[LOCATION_A]"",""[LOCATION_B]"",""[LOCATION_C]"",""[LOCATION_D]"",""[LOCATION_E]"",""[LOCATION_F]"",""[LOCATION_G]"",""[PERSON_A]"",""[PROPERTY_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[LOCATION_A]"",""[LOCATION_B]"",""[LOCATION_C]"",""[LOCATION_D]"",""[LOCATION_E]"",""[LOCATION_F]"",""[LOCATION_G]"",""[PERSON_A]"",""[PROPERTY_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1"":2,""1,024"":3,""11"":1,""1992"":1,""1995"":2,""1996"":1,""1998"":1,""2"":2,""215"":1,""25"":1,""278"":1,""28"":1,""3"":1,""354"":1,""4"":2,""453"":1,""6"":1,""62"":1,""7"":1,""77"":1,""8"":1,""9"":3},""target"":{""1"":3,""1,024"":3,""11"":1,""1992"":1,""1995"":2,""1996"":1,""1998"":1,""2"":1,""215"":1,""25"":1,""278"":1,""28"":1,""3"":2,""354"":1,""4"":1,""453"":1,""5"":1,""6"":1,""62"":1,""7"":1,""77"":1,""8"":1,""9"":3}}",[],"[""numerical_unit_status""]",True,pass,[],False,True,fail,semantic_equivalence_confirmed
KR_a3d84a1ae8d86e74c5,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1460,""reason"":null,""status"":""pass""},""ko"":{""hangul"":426,""latin"":389,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_C]"",""[COMPANY_D]"",""[COMPANY_E]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]"",""[PRODUCT_A]"",""[VEHICLE_A]""],""ko"":[""[COMPANY_C]"",""[COMPANY_D]"",""[COMPANY_E]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[PERSON_A]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]"",""[PRODUCT_A]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""17"":2,""2000"":4,""21"":2,""27"":1,""4"":2,""5"":2},""target"":{""17"":2,""2000"":4,""21"":2,""27"":1,""4"":2,""5"":2}}",[],[],True,pass,[],False,True,pass,deterministic
