case_id,origin_country,origin_state,old_primary_domain,new_primary_domain,changed,confidence,review_status,evidence_excerpt,eligible_main_corpus
KR_4e2107bebbe71bff1d,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,소외 1이 혈중알코올농도 0.137%의 술에 취한 상태에서 차량을 운전한 과실로 도로가에 설치된 철제울타리를 들이받는 사고가 발생하여 차량 조수석에 같이 탄 소외 2가 사망하는 사고가 발생하였는바,True
KR_9ff8adb69f213e129e,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,감정평가업자가 토지를 감정평가하는 경우에는 실지조사에 의하여 대상 물건을 확인하고,True
KR_55074ea924a215c67b,KR,,general_negligence_personal_injury,,True,high,independent_agreement,,False
KR_12b9dc4aa1ee6e184c,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,가해학생들의 폭행 등 괴롭힘과 망인의 자살 사이에는 상당인과관계가 있다 할 것이다.,True
KR_13b881769bf8928779,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"이 사건 사고는 ○○중학교가 합숙훈련 과정에서의 훈련일정과 응급구호체계 미비 등으로 인하여 훈련에 참가한 학생을 보호, 감독할 의무를 위반하여 발생한 것이라고 봄이 상당하다고 판단하였다.",True
KR_60ac72230335410754,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,자동차사고로 인하여 이정호가 제3자에 대하여 부담하게 되는 모든 손해배상책임,True
KR_d4a866bf8f86262c7f,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,망인은 같은 달 7. 뇌지주막하출혈상 등으로 사망한 사실,True
KR_b9478acaee2bfa081a,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"피고 소속 담당공무원이 이 사건 토지를 삼성에스디아이에 매도하고 소유권이전등기를 해주었다면, 피고 소속 담당공무원에게 위와 같은 불법행위에 대한 과실과 위법성이 인정된다.",True
KR_a3d84a1ae8d86e74c5,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,자동차가 매매를 위하여 위탁된 경우 위탁자 등의 운행지배 유무는 그 당사자 사이의 실질적 관계를 살펴서 사회통념상 위탁자 등이 차량운행에 간섭을 하거나 지배·관리할 책무가 있는 것으로 평가할 수 있는지의 여부를 가려 결정하여야 한다,True
KR_86fdfbe3f16878dfcf,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"원고의 주장과 같이 애니모드가 판매한 제품이 원고가 피고 회사로부터 납품받은 제품 중 일부라고 한다면, 피고들도 원고 및 애니모드와 함께 토니노 람보르기니 회사의 상표권을 침해한 제품의 생산·판매에 관여한 공동불법행위자가 될 수 있고",True
KR_26b3a33d5ab3eb8be8,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,상법 제399조의 이사의 손해배상책임에 관한 법리오해,True
KR_80cd6399334ab774b2,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,소외 1은 위 임대차계약에 따라 이 사건 트럭을 운전하여 이 사건 공사현장에서 작업을 하다가 명성산업개발 주식회사 소속 근로자인 소외 2를 다치게 하는 이 사건 재해를 일으킨 사실,True
KR_df9ae8ebb4355cf9ab,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,피고 버스회사들이 원고들에게 저상버스나 휠체어 탑승설비를 제공하지 않은 것은 장애인차별금지법 제19조 제4항에서 정한 교통사업자의 정당한 편의제공 의무를 위반한 차별행위에 해당한다.,True
KR_c9a36c832dbc482f8f,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"지하 터파기 및 흙막이 공사의 영향으로 인근 토지에 지반침하 현상이 발생하였고 이로 인하여 원고들 소유의 건물에는 대지 지반의 부동침하, 건물 변위(기울어짐), 균열 등의 피해가 발생한 사실",True
KR_f358ab674e5ded71f1,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,adjudicated,금융기관으로서는 금융실명거래 및 비밀보장에 관한 법률에서 정한 실명확인의무와 무관하게 위와 같은 최소한의 조치를 취함으로써 그것이 피모용자를 포함한 불특정 다수의 잠재적 피해자에 대한 범죄행위에 이용될 가능성을 미연에 방지함으로써 타인의 불법행위에 도움을 주지 않아야 할 주의의무가 있다고 할 것이다,True
KR_3d251e8be01dc48a0b,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,부동산중개업자와 중개의뢰인의 법률관계는 민법상의 위임관계와 유사하므로 중개의뢰를 받은 중개업자는 선량한 관리자의 주의로 중개대상물의 권리관계 등을 조사·확인하여 중개의뢰인에게 설명할 의무가 있다,True
KR_f8eefffc009c58124b,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"2019. 1. 원고 차량과 피고 차량이 충돌하였고, 이어서 충돌로 정차 중인 피고 차량을 제3 차량이 충격하였다(이하 ‘이 사건 사고’라 한다). 이로 인하여 제3 차량 운전자가 사망하고 동승자들이 상해를 입었으며, 제3 차량 및 사고와 무관한 다른 차량들이 파손되었다.",True
KR_c6a564478fdecad238,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,피고 1의 공인중개사로서의 주의의무 위반에 관하여,True
KR_29dbd6f831cc47236c,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,분배농지를 관리하는 공무원이 구 농지개혁법에 따라 국가가 매수·취득한 농지임을 제대로 확인하지 아니한 채 이를 제3자에게 처분함으로써 수분배자 또는 원소유자에게 손해를 발생하게 한 경우 이는 특별한 사정이 없는 한 국가배상법 제2조 제1항에 정한 공무원의 고의·과실에 의한 위법행위에 해당한다고 할 것이다.,True
KR_6c7baac3a6e3991c4e,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,이 사건 교통사고로 인한 손해를 배상할 책임이 있다고 판단하였다.,True
KR_908095abe4f0d6d327,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,금융기관으로서는 금융실명거래 및 비밀보장에 관한 법률에서 정한 실명확인의무와 무관하게 위와 같은 최소한의 조치를 취함으로써 피모용자가 수령하여야 할 금원을 피모용자 명의로 임의로 개설한 은행계좌로 송금하게 하는 방법으로 금원을 편취하는 범죄행위 등에 도움을 주지 않아야 할 주의의무가 있다고 할 것이고,True
KR_9d2e86f030a6ea99c5,KR,,general_negligence_personal_injury,,True,high,independent_agreement,,False
KR_cd0b887a7a431369b9,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,피해자 소외 2가 재해를 입은 이 사건,True
KR_196d874266db86b00d,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,피고 2는 2015. 7. 22. 21:05경 가해차량을 운전하던 중 중앙선을 침범하여 정상적으로 주행하던 소외 1 운전의 피해차량을 충격하는 교통사고,True
KR_251ece560a954ca2fc,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"구 자본시장법 제162조 제1항에 근거한 사업보고서 등의 거짓 기재로 인한 손해배상책임이나 구 자본시장법 제170조 제1항, 구 외부감사법 제17조 제2항에 근거한 감사보고서의 거짓 기재로 인한 손해배상책임",True
KR_820a517fce55c93a84,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,타인의 불법행위로 상해를 입은 피해자의 일실이익을 산정하기 위한 방법,True
KR_b8c149d3a7eebfddda,KR,,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"피고 2는 동아건설의 이사로서 대표이사 또는 이사인 제1심 공동피고 최원석, 제1심 공동피고 2와 순차적으로 공모하여 담당실무자인 제1심 공동피고 6에게 분식회계의 실행을 지시하여 1995 회계연도 재무제표 및 1996 회계연도 재무제표를 허위로 작성·공시하도록 하였는바, 이는 이사가 고의 또는 중과실로 그 임무를 해태한 경우에 해당한다고 판단하였다.",True
KR_5ebeddec620aad3412,KR,,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,자전거도로를 운행하는 자전거의 운전자가 진로를 변경하고자 하는 경우에 다른 자전거의 정상적인 통행에 장애를 줄 우려가 있는 때에는 진로를 변경하여서는 아니 되고,True
KR_166fe3c2ec192a031c,KR,,general_negligence_personal_injury,,True,high,independent_agreement,,False
KR_d614974ea605954ae6,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,임대인은 임차인이 입은 손해를 배상할 책임이 있고,True
KR_3bdfa18ada600372f2,KR,,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,의사가 진찰·치료 등의 의료행위를 할 때에는 사람의 생명·신체·건강을 관리하는 업무의 성질에 비추어 환자의 구체적인 증상이나 상황에 따라 위험을 방지하기 위하여 요구되는 최선의 조치를 할 주의의무가 있다.,True
KR_d35502ba94fbfc6c92,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,"보안사 조사관들이 원고 1에 대하여 전역지원서와 진술서를 받아내는 과정에서 행한 불법체포, 고문과 폭행행위, 의사에 반하여 작성된 전역지원서에 따라 이루어진 전역처분은 수사와 전역처분이라는 직무집행의 외관을 갖춘 고의의 불법행위에 해당한다.",True
KR_f3fe352a4c02d16f80,KR,,medical_professional_liability,general_negligence_personal_injury,True,high,independent_agreement,"이 사건 사고로 인한 반소원고의 후유장해, 노동능력상실률 및 노동능력상실의 존속기간",True
KR_78134d127e8ed36369,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,피고에 대한 직접 책임은 면제하지 않는 것이 약정의 내용이었다면,True
KR_973642690caa8c1765,KR,,medical_professional_liability,,True,high,adjudicated,,False
KR_9fa690d66617cf987e,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,피고 2의 감정과실로 인하여 원고들이 위 서울지방법원 96가단16696호 사건에서 낮은 액수의 배상액을 인정받게 되었음을 이유로 하는 이 사건 손해배상청구,True
KR_eee8ecec3165d10cc6,KR,,medical_professional_liability,general_negligence_personal_injury,True,high,independent_agreement,소외 1은 2018. 7. 31. 자동차를 운전하다가 도로의 우측 가드레일을 들이받아 배우자인 피해자 소외 2(이하 ‘피해자’라 한다)에게 상해를 입혔다(이하 ‘이 사건 사고’라 한다).,True
KR_b1623e21ca7095a358,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,피고는 원고들에게 불법행위로 인한 손해배상책임을 부담한다고 판단하였다.,True
KR_47079dcb1572fd2e34,KR,,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,시술상의 과실에 관하여,True
KR_8d7ca5d24afd11d1da,KR,,medical_professional_liability,,True,high,independent_agreement,,False
KR_1490ae2a5caa81b4c7,KR,,medical_professional_liability,,True,high,independent_agreement,,False
KR_fade97268b1abdcfa2,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,이사가 법령 또는 정관에 위반한 행위를 하거나 그 임무를 해태함으로써 회사에 대하여 손해를 배상할 책임이 있어,True
KR_4ea4b7c552d041ba9e,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,명예훼손에 의한 불법행위가 성립하려면 피해자가 특정되어 있어야 하지만,True
KR_77616f4d33f49f160f,KR,,medical_professional_liability,,True,high,independent_agreement,,False
KR_38f0a0551f52400584,KR,,medical_professional_liability,general_negligence_personal_injury,True,high,independent_agreement,소외 2를 살해하는 행위(이하 ‘이 사건 사고’라고 한다),True
KR_f5a5d762462130dccb,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,평등권이라는 기본권의 침해도 민법 제750조의 일반규정을 통하여 사법상 보호되는 인격적 법익침해의 형태로 구체화되어 논하여질 수 있고,True
KR_fbac05e4c9ae195c2d,KR,,medical_professional_liability,,True,high,independent_agreement,,False
KR_4b24e5a20e1f1ddead,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,"를 회피하기 위한 조치를 취할 수 있는 가능성이 있는지 여부 등을 종합적으로 고려하여 볼 때, 그것이 객관적 정당성을 상실하여 현저하게 불합리하다고 인정되지 않는다면 그와 다른 조치를 취하지 아니한 부작위를 내세워 국가배상책임의 요건인 법령 위반에 해당한다고 할 수 없다(대법원 1998. 5. 8. 선고 97다54482 판결, 대법원 2004. 9. 23. 선고 2003다49009 판결, 대법원 2007. 10. 25. 선고 2005다23438 판결 등 참조). 
  원심이 적법하게 확정한 사실과 기록에 의하면, 원고는 청주시 상당구 탑동 소재 (상호 생략) 식",True
KR_293763f5a50c79c279,KR,,medical_professional_liability,other_civil_liability,True,medium,independent_agreement,불법행위로 인한 적극적 손해의 배상을 명한 전소송의 변론종결 후에 새로운 적극적 손해가 발생한 경우,True
KR_5beca7bd705b05bb94,KR,,medical_professional_liability,medical_professional_liability,False,high,independent_agreement,의사는 환자에게 수술 등 침습을 가하는 과정 및 그 후에 나쁜 결과 발생의 개연성이 있는 의료행위를 하는 경우,True
KR_f1f9176685f8c1c0db,KR,,medical_professional_liability,general_negligence_personal_injury,True,high,independent_agreement,소외 2는 2013. 12. 28. 피고 버스를 운전하다가 갑작스럽게 차로를 변경하였고,True
KR_1e296dbb0bcebaab8f,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,피고는 이 사건 피보험자들에게 요양급여 대상 진료를 비급여 항목에 해당하는 것으로 기재한 진료비 청구서를 작성하여 교부하고 그 진료비를 지급받았다는 것이고,True
KR_af61f4590681c75f54,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,기간임용제 대학교원에 대한 학교법인의 재임용거부결정이 재량권을 일탈·남용한 것으로 평가되어 그 사법상 효력이 부정된다고 하더라도 이것이 불법행위를 구성함을 이유로 학교법인에게 재산적 손해배상책임을 묻기 위해서는 당해 재임용거부가 학교법인의 고의 또는 과실로 인한 것이라는 점이 인정되어야 한다.,True
KR_cabb12a8960b273308,KR,,medical_professional_liability,,True,high,independent_agreement,,False
KR_b7cbce3536a0f4f763,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,Q22 합금 발명에 대한 특허를 받을 수 있는 권리,True
KR_91bd2c03cf60df4426,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,임대인이 상가임대차법 제10조의4 제1항에서 정한 기간에 이러한 신규 임차인이 되려는 자에게 권리금을 요구하는 등 위 제1항 각호의 어느 하나에 해당하는 행위를 함으로써 임차인이 신규 임차인으로부터 권리금을 회수하는 것을 방해한 때에는 임대인은 임차인이 입은 손해를 배상할 책임이 있다,True
KR_bca778095d79c8e711,KR,,medical_professional_liability,other_civil_liability,True,high,independent_agreement,"피고의 직원이 이 사건 화물의 양륙작업을 수행하는 과정에서 이 사건 화물이 추락·파손되는 사고가 발생하였고, 송하인 히타치가 수리비 등을 지출하는 손해를 입게 되었다.",True
KR_bb48d36e58640760a7,KR,,product_liability,product_liability,False,high,independent_agreement,제품이 정상적으로 사용되는 상태에서 사고가 발생한 경우 그 제품의 결함을 이유로 제조업자에게 손해배상책임을 지우기 위해서는,True
KR_6e91996913ed443be6,KR,,product_liability,product_liability,False,high,independent_agreement,제조물책임이란 제조물에 통상적으로 기대되는 안전성을 결여한 결함으로 인하여 생명·신체 또는 재산에 손해가 발생한 경우에 제조업자 등에게 지우는 손해배상책임인데,True
KR_17f99b470b67dcf2bd,KR,,product_liability,product_liability,False,high,independent_agreement,피고들이 제조한 담배에 결함이 있다는 상고이유에 대하여,True
KR_5b6e230014dd4d5663,KR,,product_liability,product_liability,False,high,independent_agreement,제품의 결함을 이유로 제조업자에게 손해배상책임을 지우는 경우,True
KR_cc8813e6652ff8b3e4,KR,,product_liability,product_liability,False,high,independent_agreement,원고가 피고로부터 구매한 이 사건 자동차의 전자제어장치(Electronic Control Unit)와 브레이크 시스템 등에 주장하는 바와 같은 하자가 있었다,True
KR_cda2f7ae1f9162201f,KR,,product_liability,product_liability,False,high,independent_agreement,자동차의 제조·설계상의 결함 주장에 관하여,True
KR_2fbbb928c434a8f95b,KR,,product_liability,product_liability,False,high,independent_agreement,2. 제조물책임의 인정 여부(상고이유 제1·2점),True
KR_8272e1d4abaf8ec55f,KR,,product_liability,product_liability,False,high,independent_agreement,이 사건 텔레비전은 그 이용시의 제품의 성상이 사회통념상 제품에 요구되는 합리적 안전성을 결여하여 '부당하게 위험한' 것으로서 그 제품에 결함이 있다고 볼 수밖에 없고,True
KR_bd9cba7b4f62c65d0a,KR,,product_liability,product_liability,False,high,independent_agreement,"이 사건 화재가 이 사건 차량의 제조상 결함으로 인하여 발생하였고, 따라서 그 제조자인 피고는 제조물책임으로서 위 차량이 전소됨으로 인한 손해를 배상할 의무가 있다고 인정한 원심의 판단",True
KR_b8f7e4d96ca6d41527,KR,,product_liability,product_liability,False,high,independent_agreement,따라서 제조업자가 이러한 고도의 위험방지의무를 위반한 채 생명·신체에 위해를 발생시킬 위험이 있는 화학제품을 설계하여 그대로 제조·판매한 경우에는 특별한 사정이 없는 한 그 화학제품에는 사회통념상 통상적으로 기대되는 안전성이 결여된 설계상의 결함이 존재한다고 봄이 상당하다.,True
KR_4a417b3e4eb96c19c1,KR,,product_liability,product_liability,False,high,independent_agreement,제조물책임과 불법행위책임의 성립에 관한 상고이유,True
KR_8954cbe1140427b3ef,KR,,product_liability,product_liability,False,high,independent_agreement,"일반적으로 제조물을 만들어 판매하는 자는 제조물의 구조, 품질, 성능 등에 있어서 현재의 기술 수준과 경제성 등에 비추어 기대가능한 범위 내의 안전성을 갖춘 제품을 제조하여야 하고",True
KR_2e57afc9436b5c385e,KR,,other_civil_liability,,True,high,independent_agreement,,False
KR_1db22dfee6cc310e77,KR,,other_civil_liability,other_civil_liability,False,high,accepted_primary,피고가 침수 피해를 방지할 만한 별다른 대책도 없이 성토공사를 하여 이 사건 사업부지 등의 지반고를 높임으로써 원고들의 토지 및 공장으로부터 흘러나오는 우수의 흐름을 막게 된 것이 위와 같은 침수 피해를 입게 된 원인이 되었으며 이는 민법 제221조 제1항에 따른 승수의무를 위반한 것이라고 판단하였는바,True
KR_8a49a0389073fce149,KR,,other_civil_liability,other_civil_liability,False,high,accepted_primary,"선박임차인은 재용선자인 제3자에 대하여 상법 제806조에 의한 책임, 즉 자신의 지휘·감독 아래에 있는 선장의 직무에 속한 범위 내에서 발생한 손해에 관하여 상법 제787조 및 제788조의 규정에 의한 책임을 진다",True
KR_644078b169f572b0fe,KR,,other_civil_liability,other_civil_liability,False,high,accepted_primary,부정경쟁행위로 영업상의 이익을 침해당한 자가 부정경쟁방지법 제5조에 따른 손해배상을 청구하는 경우,True
KR_517073e205fb216efb,KR,,other_civil_liability,other_civil_liability,False,high,accepted_primary,"우편집배원이 압류 및 전부명령 결정 정본을 특별송달하는 과정에서 민사소송법을 위반하여 부적법한 송달을 하고도 적법한 송달을 한 것처럼 우편송달보고서를 작성하여 압류 및 전부의 효력이 발생한 것과 같은 외관을 형성시켰으나, 실제로는 압류 및 전부의 효력이 발생하지 아니하여 집행채권자로 하여금 피압류채권을 전부받지 못하게 함으로써 손해를 입게 한 경우에는, 우편집배원의 위와 같은 직무상 의무위반과 집행채권자의 손해 사이에는 상당인과관계가 있다고 봄이 상당하고, 국가는 국가배상법에 의하여 그 손해에 대하여 배상할 책임이 있다고 할 것이다",True
US_5d2b0b2b4752431c53,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"We conclude that under the facts presented here, there was no peculiar risk or special danger involved in the task of driving an off-highway dump truck on a highway construction site.",True
US_3f0101285fcc76e2b1,US,Pennsylvania,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,Appellants asserted several causes of action against Crown Cork sounding in tort or contract.,True
US_3a3052ef67238d90fa,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,Appellant filed this negligence action against Pennsbury and other defendants,True
US_46a80b1c5e06a72d45,US,Pennsylvania,general_negligence_personal_injury,other_civil_liability,True,high,independent_agreement,"Appellant sued appellee on a theory of negligent misrepresentation under § 552 of the Restatement (Second) of Torts,[2] claiming appellee failed to comply with its statutory duties under the Act.",True
US_5905b849c15a6fb3d6,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"First, in Learn, a case involving a pedestrian struck by a vehicle turning left at an intersection",True
US_0eaf2fe14baa5be05e,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Appellee commenced an action against the Commonwealth of Pennsylvania, Department of Transportation (PennDOT), alleging that PennDOT was negligent in failing to properly shield the steep embankment with a guardrail on the portion of the highway where the accident occurred and for failing to properly design, construct and maintain a safe highway.",True
US_89752cdd8fe08c1031,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,False,high,accepted_primary,"Mother alleged that Jarrett’s injuries occurred because of a defective and dangerous condition of the premises — namely, the concrete gym wall — and that the School was negligent in failing to install padded safety mats to cushion the wall.",True
